Claim Number,Date Received,Incident Date,Airport Code,Airport Name,Airline Name,Claim Type,Claim Site,Item,Claim Amount,Status,Close Amount,Disposition,Day Differences,Amount Differences
2009090363308,2009-08-31 00:00:00,2009-07-17 00:00:00,BOI,Boise Air Terminal/Gowen Field,Southwest Airlines,Property Damage,Checkpoint,Clothing - Shoes; belts; accessories; etc.,39.99,Denied,0.0,Deny,45.0,39.99
2004060755013,2004-05-04 00:00:00,2004-04-16 00:00:00,CVG,Cincinnati/Northern Kentucky International,Comair Inc,Passenger Property Loss,Checked Baggage,Other,60.0,Approved,60.0,Approve in Full,18.0,0.0
2007121136390,2007-12-07 00:00:00,2007-11-03 00:00:00,LAX,Los Angeles International Airport,Alaska Airlines,Property Damage,Checked Baggage,Alcoholic beverages; Other; Toys - Other (including games; toys; play dolls etc.),205.0,Denied,0.0,Deny,34.0,205.0
2008010437336,2007-12-26 00:00:00,2007-11-23 00:00:00,MDW,Midway International Airport,Southwest Airlines,Passenger Property Loss,Checkpoint,DVD/CD Players,164.84,Denied,0.0,Deny,33.0,164.84
2009092463978,2009-09-22 00:00:00,2009-08-30 00:00:00,BWI,Baltimore/Washington Intl Thurgood Marshall,Southwest Airlines,Property Damage,Checked Baggage,Cosmetics - Perfume; toilet articles; medicines; soaps; etc.; Currency,27.34,Approved,27.34,Approve in Full,23.0,0.0
2004071359146,2004-06-22 00:00:00,2004-06-14 00:00:00,EWR,Newark International Airport,Continental Airlines,Passenger Property Loss,Checked Baggage,Cameras - Digital,1616.24,Settled,1499.0,Settle,8.0,117.24000000000001
2009052859576,2009-05-26 00:00:00,2009-04-29 00:00:00,SMF,Sacramento International Airport,Continental Airlines,Passenger Property Loss,Checked Baggage,Clothing - Shoes; belts; accessories; etc.; Other,229.98,Approved,229.98,Approve in Full,27.0,0.0
2004091562908,2004-09-15 00:00:00,2004-07-08 00:00:00,ORD,Chicago O'Hare International Airport,American Airlines,Passenger Theft,Checked Baggage,Other,40.0,Approved,40.0,Approve in Full,69.0,0.0
2005070188037,2005-06-27 00:00:00,2005-05-22 00:00:00,LAS,McCarran International,Continental Airlines,Passenger Property Loss,Checkpoint,Cameras - Digital,200.0,Approved,200.0,Approve in Full,36.0,0.0
2004070658483,2004-06-16 00:00:00,2004-06-09 00:00:00,BOS,Boston (Logan) International Airport,Delta Air Lines,Passenger Property Loss,Checked Baggage,Other,18.1,Approved,18.1,Approve in Full,7.0,0.0
2009122366776,2009-12-16 00:00:00,2009-11-18 12:39:00,FLL,Ft. Lauderdale-Hollywood International,Jet Blue,Property Damage,Checked Baggage,Eyeglasses - (including contact lenses),235.0,Denied,0.0,Deny,27.0,235.0
2007080229526,2007-07-30 00:00:00,2007-07-23 00:00:00,LGA,LaGuardia,Continental Airlines,Passenger Property Loss,Checkpoint,Eyeglasses - (including contact lenses),65.0,Denied,0.0,Deny,7.0,65.0
2008011637990,2008-01-08 00:00:00,2007-10-14 00:00:00,BWI,Baltimore/Washington Intl Thurgood Marshall,American Airlines,Passenger Property Loss,Checked Baggage,Umbrellas,39.95,Denied,0.0,Deny,86.0,39.95
2009052859562,2009-05-26 00:00:00,2009-05-03 00:00:00,DEN,Denver International Airport,Southwest Airlines,Property Damage,Checked Baggage,Computer - Laptop,800.0,Denied,0.0,Deny,23.0,800.0
2004061655992,2004-05-13 00:00:00,2004-04-16 00:00:00,JFK,John F. Kennedy International,America West,Passenger Property Loss,Checked Baggage,Cameras - Digital,400.0,Settled,200.0,Settle,27.0,200.0
0202214M,2004-02-02 00:00:00,2003-12-22 00:00:00,ALB,Albany International,USAir,Property Damage,Checked Baggage,Computer - Laptop,149.9,Approved,109.9,Approve in Full,42.0,40.0
0516026L,2003-05-16 00:00:00,2003-04-02 00:00:00,MSP,Minneapolis/ St.Paul International Airport,Northwest Airlines,Passenger Property Loss,Checked Baggage,Other,423.58,Settled,211.99,Settle,44.0,211.58999999999997
2006051206187,2006-05-10 00:00:00,2006-04-21 00:00:00,LAX,Los Angeles International Airport,Southwest Airlines,Passenger Property Loss,Checked Baggage,Cosmetics - Perfume; toilet articles; medicines; soaps; etc.; Eyeglasses - (including contact lenses),348.45,Denied,0.0,Deny,19.0,348.45
2004051251464,2004-03-22 00:00:00,2004-02-15 00:00:00,BDL,Bradley International Airport,Delta Air Lines,Property Damage,Checkpoint,Luggage (all types including footlockers),105.99,Approved,105.99,Approve in Full,36.0,0.0
2007051425360,2007-05-11 00:00:00,2007-05-06 00:00:00,LGB,Long Beach,Jet Blue,Property Damage,Checked Baggage,Luggage (all types including footlockers),75.0,Denied,0.0,Deny,5.0,75.0
0424004L,2003-04-24 00:00:00,2003-03-13 00:00:00,PBI,Palm Beach International,Delta Air Lines,Property Damage,Checked Baggage,Locks,30.31,Denied,0.0,Deny,42.0,30.31
2004060254270,2004-04-23 00:00:00,2004-04-13 00:00:00,DEN,Denver International Airport,Continental Airlines,Passenger Property Loss,Checked Baggage,Cameras - Digital,0.0,Denied,0.0,Deny,10.0,0.0
2005120696993,2005-11-21 00:00:00,2005-11-01 00:00:00,LAX,Los Angeles International Airport,Spirit Airlines,Passenger Property Loss,Checked Baggage,Cell Phones,300.0,Denied,0.0,Deny,20.0,300.0
2007051625453,2007-05-09 00:00:00,2007-04-09 00:00:00,LGA,LaGuardia,Delta Air Lines,Property Damage,Checked Baggage,Luggage (all types including footlockers),54.31,Denied,0.0,Deny,30.0,54.31
2008041042383,2008-04-02 00:00:00,2008-03-25 00:00:00,ORD,Chicago O'Hare International Airport,UAL,Property Damage,Checked Baggage,Computer - Laptop,450.0,Denied,0.0,Deny,8.0,450.0
2005120196806,2005-11-16 00:00:00,2005-11-02 00:00:00,OAK,Metropolitan Oakland International,Southwest Airlines,Passenger Property Loss,Checkpoint,Other,580.0,Settled,290.0,Settle,14.0,290.0
2004062757455,2004-05-26 00:00:00,2004-05-06 00:00:00,RSW,Southwest Florida International,Spirit Airlines,Passenger Property Loss,Checked Baggage,Locks,10.6,Approved,10.6,Approve in Full,20.0,0.0
2007050224856,2007-04-30 00:00:00,2007-03-26 00:00:00,SEA,Seattle-Tacoma International,Frontier Airlines,Passenger Property Loss,Checked Baggage,Cosmetics - Perfume; toilet articles; medicines; soaps; etc.,102.22,Denied,0.0,Deny,35.0,102.22
2006122117628,2006-12-18 00:00:00,2006-09-22 00:00:00,BUR,Bob Hope,Southwest Airlines,Passenger Property Loss,Checked Baggage,Cameras - Digital,243.73,Denied,0.0,Deny,87.0,243.73
2006011199345,2006-01-05 00:00:00,2005-12-26 00:00:00,SLC,Salt Lake City International Airport,Southwest Airlines,Passenger Property Loss,Checked Baggage,Clothing - Shoes; belts; accessories; etc.,75.0,Denied,0.0,Deny,10.0,75.0
2004122169778,2004-10-28 00:00:00,2004-10-17 00:00:00,EWR,Newark International Airport,Continental Airlines,Passenger Property Loss,Checked Baggage,Eyeglasses - (including contact lenses),260.5,Settled,117.23,Settle,11.0,143.26999999999998
2004071359178,2004-06-28 00:00:00,2004-06-02 00:00:00,PBI,Palm Beach International,Continental Airlines,Property Damage,Checked Baggage,Luggage (all types including footlockers),20.0,Approved,20.0,Approve in Full,26.0,0.0
2009041757723,2009-03-31 00:00:00,2009-02-18 00:00:00,LAS,McCarran International,Delta Air Lines,Passenger Property Loss,Checked Baggage,Cameras - Digital,165.0,Denied,0.0,Deny,41.0,165.0
2004052553388,2004-04-20 00:00:00,2003-10-13 00:00:00,SAN,San Diego International,China Airlines,Property Damage,Checked Baggage,Luggage (all types including footlockers),95.0,Settled,50.0,Settle,190.0,45.0
2009032656961,2009-03-11 00:00:00,2009-02-23 00:00:00,JFK,John F. Kennedy International,Delta Air Lines,Passenger Property Loss,Checked Baggage,Locks,15.0,Denied,0.0,Deny,16.0,15.0
2007071928701,2007-07-02 00:00:00,2007-06-09 00:00:00,BDL,Bradley International Airport,British Airways,Property Damage,Checked Baggage,Clothing - Shoes; belts; accessories; etc.; Cosmetics - Perfume; toilet articles; medicines; soaps; etc.; Luggage (all types including footlockers),845.0,Denied,0.0,Deny,23.0,845.0
2008110351642,2008-10-23 00:00:00,2008-10-09 00:00:00,DTW,Detroit Metropolitan Wayne County Airport,Royal Dutch Airlines,Property Damage,Checked Baggage,Luggage (all types including footlockers),80.0,Denied,0.0,Deny,14.0,80.0
2004072960239,2004-07-09 00:00:00,2004-06-27 00:00:00,GEG,Spokane International,Alaska Airlines,Property Damage,Checked Baggage,Cameras - Digital,189.95,Denied,0.0,Deny,12.0,189.95
2005062987776,2005-05-24 00:00:00,2005-05-10 00:00:00,RIC,Richmond International,Delta Air Lines,Passenger Property Loss,Checked Baggage,Medicines,30.0,Approved,30.0,Approve in Full,14.0,0.0
2004122169965,2004-10-27 00:00:00,2004-09-29 00:00:00,SNA,John Wayne,Delta Air Lines,Passenger Property Loss,Checked Baggage,Other,50.0,Denied,0.0,Deny,28.0,50.0
2008030640505,2008-02-25 00:00:00,2008-02-09 00:00:00,SJU,Luis Munoz Marin International,American Airlines,Passenger Property Loss,Checked Baggage,MP3 Players-(iPods; etc); Stereo Items & Accessories,478.0,Denied,0.0,Deny,16.0,478.0
2004060254133,2004-04-21 00:00:00,2004-03-23 00:00:00,LSE,La Crosse Municipal,Northwest Airlines,Property Damage,Checked Baggage,Luggage (all types including footlockers),50.0,Approved,50.0,Approve in Full,29.0,0.0
2004051752539,2004-03-30 00:00:00,2004-03-21 00:00:00,JFK,John F. Kennedy International,Jet Blue,Property Damage,Checked Baggage,Other,300.0,Approved,300.0,Approve in Full,9.0,0.0
0212005L,2003-02-12 00:00:00,2003-01-22 00:00:00,FLL,Ft. Lauderdale-Hollywood International,American Airlines,Passenger Property Loss,Other,Clothing - Shoes; belts; accessories; etc.,740.94,Approved,741.0,Approve in Full,21.0,-0.05999999999994543
2005120797051,2005-11-22 00:00:00,2005-11-13 00:00:00,ATL,Hartsfield-Jackson Atlanta International Airport,Delta Air Lines,Passenger Property Loss,Checked Baggage,Clothing - Shoes; belts; accessories; etc.,57.89,Denied,0.0,Deny,9.0,57.89
0623025M,2003-06-23 00:00:00,2003-05-11 00:00:00,PHL,Philadelphia International Airport,USAir,Property Damage,Checked Baggage,Luggage (all types including footlockers),114.46,Denied,0.0,Deny,43.0,114.46
2004060354541,2004-04-21 00:00:00,2004-03-10 00:00:00,CID,Eastern Iowa,Delta Air Lines,Property Damage,Checkpoint,Baby - Strollers; car seats; playpen; etc.,175.0,Settled,75.0,Settle,42.0,100.0
2005032379543,2005-03-07 00:00:00,2005-02-16 00:00:00,EWR,Newark International Airport,Continental Airlines,Passenger Property Loss,Checked Baggage,Other,85.0,Denied,0.0,Deny,19.0,85.0
2004060254309,2004-05-03 00:00:00,2004-04-06 00:00:00,PHX,Phoenix Sky Harbor International,America West,Property Damage,Checked Baggage,Luggage (all types including footlockers),160.5,Settled,50.0,Settle,27.0,110.5
0819016M,2003-08-19 00:00:00,2003-04-18 00:00:00,TPA,Tampa International,Delta Air Lines,Property Damage,Checked Baggage,Luggage (all types including footlockers),546.16,Settled,170.73,Settle,123.0,375.42999999999995
2007110634589,2007-11-02 00:00:00,2007-10-30 00:00:00,PHX,Phoenix Sky Harbor International,Continental Airlines,Passenger Property Loss,Checked Baggage,Lighters - (cigar; cigerette; etc.); MP3 Players-(iPods; etc); Other,300.0,Settled,147.5,Settle,3.0,152.5
2008101651225,2008-10-22 00:00:00,2008-09-10 00:00:00,BUF,Buffalo Niagara International,Delta Air Lines,Property Damage,Checked Baggage,Luggage (all types including footlockers),100.0,Denied,0.0,Deny,42.0,100.0
2005081290448,2005-08-02 00:00:00,2004-12-07 00:00:00,MIA,Miami International Airport,American Airlines,Property Damage,Checked Baggage,Other,169.21,Denied,0.0,Deny,238.0,169.21
2007071028025,2007-07-05 00:00:00,2007-06-30 00:00:00,SLC,Salt Lake City International Airport,American Airlines,Passenger Property Loss,Checked Baggage,Clothing - Shoes; belts; accessories; etc.,29.68,Denied,0.0,Deny,5.0,29.68
2005012173878,2004-12-30 00:00:00,2004-09-09 00:00:00,ATL,Hartsfield-Jackson Atlanta International Airport,Delta Air Lines,Property Damage,Checkpoint,Luggage (all types including footlockers),43.45,Approved,43.45,Approve in Full,112.0,0.0
2006030202386,2006-02-24 00:00:00,2005-12-20 00:00:00,LAS,McCarran International,Southwest Airlines,Passenger Property Loss,Checked Baggage,Locks,12.5,Approved,12.5,Approve in Full,66.0,0.0
2006050505708,2006-04-28 00:00:00,2006-04-08 00:00:00,BHM,Birmingham International Airport,UAL,Passenger Property Loss,Checked Baggage,Locks,10.0,Approved,10.0,Approve in Full,20.0,0.0
2005092393175,2005-09-16 00:00:00,2005-09-04 00:00:00,LAS,McCarran International,America West,Passenger Property Loss,Checked Baggage,Clothing - Shoes; belts; accessories; etc.,50.38,Approved,50.38,Approve in Full,12.0,0.0
0910084M,2003-09-10 00:00:00,2003-08-07 00:00:00,TPA,Tampa International,Continental Airlines,Property Damage,Checked Baggage,Luggage (all types including footlockers),19.08,Approved,19.0,Approve in Full,34.0,0.0799999999999983
2005051784908,2005-05-16 00:00:00,2005-04-17 00:00:00,RDM,Roberts Field,Alaska Airlines,Passenger Property Loss,Checked Baggage,Clothing - Shoes; belts; accessories; etc.,50.0,Approved,50.0,Approve in Full,29.0,0.0
2007081530285,2007-08-14 00:00:00,2007-08-12 00:00:00,DAY,James M. Cox Dayton International,Midwest Express Airlines,Property Damage,Checked Baggage,Other,20.0,Approved,20.0,Approve in Full,2.0,0.0
2005091392370,2005-09-01 00:00:00,2005-03-17 00:00:00,CMH,Port Columbus International,USAir,Passenger Property Loss,Checked Baggage,Jewelry - Fine,823.0,Denied,0.0,Deny,168.0,823.0
2007051625524,2007-05-14 00:00:00,2007-03-25 00:00:00,ATL,Hartsfield-Jackson Atlanta International Airport,Delta Air Lines,Property Damage,Checkpoint,Eyeglasses - (including contact lenses),242.13,Approved,242.13,Approve in Full,50.0,0.0
2007041223846,2007-04-09 00:00:00,2007-03-18 00:00:00,HTS,Tri-State; Huntington,USAir,Property Damage,Checked Baggage,Jewelry - Costume,25.5,Approved,25.5,Approve in Full,22.0,0.0
2009031856429,2009-02-19 00:00:00,2008-12-22 00:00:00,TPA,Tampa International,Continental Airlines,Passenger Property Loss,Checkpoint,Medical Equipment & Insturments,75.0,Approved,75.0,Approve in Full,59.0,0.0
2007061426958,2007-06-11 00:00:00,2007-04-03 00:00:00,JFK,John F. Kennedy International,Delta Air Lines,Passenger Property Loss,Checkpoint,Other,283.55,Denied,0.0,Deny,69.0,283.55
2004121469042,2004-10-26 00:00:00,2004-10-18 00:00:00,MHT,Manchester Regional Airport,UAL,Property Damage,Checked Baggage,Other,21.0,Denied,0.0,Deny,8.0,21.0
0421059L,2003-04-21 00:00:00,2003-03-08 00:00:00,BWI,Baltimore/Washington Intl Thurgood Marshall,Air Canada,Passenger Property Loss,Checked Baggage,Currency,201.0,Settled,100.0,Settle,44.0,101.0
2006020801176,2006-02-03 00:00:00,2006-01-17 00:00:00,BWI,Baltimore/Washington Intl Thurgood Marshall,Southwest Airlines,Passenger Property Loss,Checkpoint,Currency,75.0,Approved,75.0,Approve in Full,17.0,0.0
2010010667220,2009-12-08 00:00:00,2009-07-04 07:00:00,BOS,Boston (Logan) International Airport,American Airlines,Passenger Property Loss,Checkpoint,Toys (game systems; cartridges; radio controlled cars; etc.),325.0,Settled,287.94,Settle,156.0,37.06
2009051558679,2009-04-24 00:00:00,2009-04-21 00:00:00,ABQ,Albuquerque International Sunport Airport,Northwest Airlines,Passenger Property Loss,Checked Baggage,Other,474.72,Denied,0.0,Deny,3.0,474.72
2007083131218,2007-08-30 00:00:00,2007-08-13 00:00:00,BNA,Nashville International,UAL,Passenger Property Loss,Checked Baggage,Cosmetics - Perfume; toilet articles; medicines; soaps; etc.,50.0,Denied,0.0,Deny,17.0,50.0
2007080329597,2007-08-02 00:00:00,2007-07-28 00:00:00,RIC,Richmond International,Jet Blue,Passenger Property Loss,Checked Baggage,DVD/CD Players; Other,300.0,Denied,0.0,Deny,5.0,300.0
2007082330721,2007-08-22 00:00:00,2007-08-20 00:00:00,JAX,Jacksonville International,UAL,Passenger Property Loss,Checked Baggage,Binoculars; Clothing - Shoes; belts; accessories; etc.; Jewelry - Costume,150.0,Denied,0.0,Deny,2.0,150.0
2009082763062,2009-08-26 00:00:00,2009-08-19 00:00:00,MCO,Orlando International Airport,American Airlines,Passenger Property Loss,Checked Baggage,Clothing - Shoes; belts; accessories; etc.,148.51,Denied,0.0,Deny,7.0,148.51
25168,2003-01-15 00:00:00,2002-12-29 00:00:00,LAX,Los Angeles International Airport,UAL,Property Damage,Checked Baggage,Other,93.0,Settled,42.95,Settle,17.0,50.05
0728068M,2003-07-28 00:00:00,2003-07-12 00:00:00,ABY,Southwest Georgia Regional Airport ;Albany,Delta Air Lines,Passenger Property Loss,Checked Baggage,Cameras - Digital,835.95,Denied,835.95,Deny,16.0,0.0
2006021601687,2006-02-10 00:00:00,2005-07-22 00:00:00,JFK,John F. Kennedy International,Jet Blue,Property Damage,Checkpoint,Computer - Laptop,192.88,Approved,192.88,Approve in Full,203.0,0.0
2005042783450,2005-04-26 00:00:00,2005-04-17 00:00:00,ORD,Chicago O'Hare International Airport,American Airlines,Property Damage,Checked Baggage,Luggage (all types including footlockers),60.0,Approved,60.0,Approve in Full,9.0,0.0
0905079M,2003-09-05 00:00:00,2003-07-30 00:00:00,SEA,Seattle-Tacoma International,America West,Passenger Property Loss,Checked Baggage,Eyeglasses - (including contact lenses),229.0,Approved,229.0,Approve in Full,37.0,0.0
2005060285741,2005-05-31 00:00:00,2005-04-22 00:00:00,MSY,New Orleans International,Delta Air Lines,Property Damage,Checked Baggage,Luggage (all types including footlockers),69.95,Denied,0.0,Deny,39.0,69.95
0722079M,2003-07-22 00:00:00,2003-03-14 00:00:00,SEA,Seattle-Tacoma International,Alaska Airlines,Passenger Property Loss,Checked Baggage,Cameras - Digital,340.52,Settled,170.0,Settle,130.0,170.51999999999998
2007060726472,2007-05-30 00:00:00,2007-05-03 00:00:00,DTW,Detroit Metropolitan Wayne County Airport,Delta Air Lines,Passenger Property Loss,Checked Baggage,Bags - Fabric; plastic; etc. (not purses); Clothing - Shoes; belts; accessories; etc.; Cosmetics - Perfume; toilet articles; medicines; soaps; etc.,88.01,Denied,0.0,Deny,27.0,88.01
2006070308830,2006-06-29 00:00:00,2006-01-08 00:00:00,IAH,Houston - George Bush Intercontinental Airport,Continental Airlines,Passenger Property Loss,Checked Baggage,Cameras - Non-electronic (Camera supplies; lenses; projectors; etc.); Eyeglasses - (including contact lenses); Jewelry - Costume; Watches - Expensive more than $100,400.0,Denied,0.0,Deny,172.0,400.0
0617637L,2003-01-21 00:00:00,2002-12-26 00:00:00,ORD,Chicago O'Hare International Airport,Northwest Airlines,Property Damage,Checked Baggage,Luggage (all types including footlockers),80.0,Settled,20.0,Settle,26.0,60.0
2009042758031,2009-04-14 00:00:00,2009-04-12 00:00:00,MIA,Miami International Airport,AirTran Airlines,Passenger Property Loss,Checked Baggage,GPS - Global Positioning System,228.0,Denied,0.0,Deny,2.0,228.0
2005071488935,2005-07-13 00:00:00,2005-06-01 00:00:00,ORD,Chicago O'Hare International Airport,UAL,Passenger Property Loss,Checked Baggage,Luggage (all types including footlockers),480.0,Denied,0.0,Deny,42.0,480.0
